frequency	korean	pos	hanja	hint	go_level	topik_level
451	만하다	보조 용언			C	
2059	만화10	명사	漫畵	~를 그리다	B	초급
9551	만화가	명사	漫畵家		C	
	만화책	명사		~을 보다		중급
43	많다	형용사		돈이 ~	A	초급
2381	많아지다	동사		나이가 ~	B	중급
98	많이	부사		많이 사다	A	초급
28	말01	명사		~과 글	A	초급
	말04	명사		~을 타다		초급
2624	말05	명사		동물	B	
780	말11	의존명사	末	학기 말	B	초급
3144	말기05	명사	末期	임신 말기	C	중급
	말끔히	부사		말끔히 닦다		중급
5343	말다01	동사		감다	C	중급
	말다02	동사		국에 밥을 ~		중급
576	말다03	동사		그만두다	A	초급
161	말다03	보조 용언			A	
	말다툼	명사		~이 생기다		중급
	말레이시아	명사		나라		초급
3922	말리다02	동사		싸움을 ~	C	중급
3232	말리다03	동사		빨래를 ~	C	중급
812	말씀	명사		~이 없다	A	초급
3184	말씀드리다	동사			B	
1381	말씀하다	동사			A	
3145	말없이	부사		말없이 사라지다	C	중급
5746	말투	명사	-套	~가 거칠다	C	중급
	말하기	명사		말하기 평가		중급
32	말하다	동사			A	
1077	맑다01	형용사		공기가 ~	A	초급
3923	맘01	명사		마음	C	중급
	맘껏	부사		맘껏 놀다		중급
9552	맘대로	부사		마음대로	C	중급
390	맛01	명사		~이 달다	A	초급
3275	맛보다01	동사			C	
15475	맛없다	형용사		음식이 ~	A	초급
1020	맛있다	형용사		음식이 ~	A	초급
	망가지다	동사		자전거가 ~		중급
3467	망설이다	동사		잠시 망설이다	C	중급
4888	망원경	명사	望遠鏡		C	
5000	망치다	동사		일을 ~	C	중급
3146	망하다	동사	亡-	나라가 ~	C	중급
378	맞다01	동사		답이 ~	B	초급
800	맞다02	동사		손님을 ~	B	중급
1546	맞다03	동사		매를 ~	B	중급
	맞벌이	명사		맞벌이 부부		중급
2828	맞서다	동사		적과 ~	B	중급
5344	맞은편	명사	-便	~에 앉다	B	중급
3317	맞이하다	동사		새해를 ~	C	중급
694	맞추다01	동사		답을 ~	B	초급
	맞춤법	명사		~에 맞다		중급
	맞히다01	동사		정답을 ~		중급
1516	맡기다	동사		수리를 ~	B	중급
633	맡다01	동사		담임을 ~	B	중급
4422	맡다02	동사		냄새를 ~	C	중급
5476	매01	명사		~를 맞다	C	중급
4690	매너	명사		manner	C	
	매년	명사/부사		매년 증가하다		초급
2767	매년	부사	每年		B	
3982	매다01	동사		끈을 ~	B	초급
	매달	명사/부사		매달 만나다		초급
5897	매달	부사	每-		C	
6994	매달다	동사		문에 ~	C	중급
1962	매달리다	동사		철봉에 ~	C	중급
2409	매력	명사	魅力	~을 느끼다	B	중급
	매번	명사/부사		매번 찾다		중급
10013	매번	부사	每番		C	
7759	매스컴	명사		mass communication	C	
393	매우01	부사		매우 좋다	A	초급
	매운맛	명사		~이 나다		중급
	매운탕	명사		~을 먹다		중급
6784	매일	명사/부사	每日	매일 만나다	A	초급
1272	매일	부사	每日		A	
3185	매장06	명사	賣場	~을 열다	C	중급
	매점02	명사		~을 운영하다		중급
	매주01	명사/부사		매주 만나다		초급
6995	매주01	부사	每週		C	
	매진03	명사		~이 되다		중급
1345	매체	명사	媒體	대중 매체	C	중급
	매표소	명사		극장 매표소		초급
2861	맥주	명사	麥酒	~를 마시다	A	초급
1750	맨01	관형사		맨 꼭대기	B	중급
	맨발	명사		~로 걷다		중급
6050	맵다	형용사		고추가 ~	A	초급
1674	맺다	동사		빗방울이 ~	C	중급
288	머리01	명사		~가 크다	A	초급
9554	머리말	명사			C	
3983	머리카락	명사		~을 자르다	B	초급
5610	머리칼	명사		~을 자르다	C	중급
2178	머릿속	명사		~에 남아 있다	B	중급
2094	머무르다	동사		호텔에서 ~	B	중급
2469	머물다	동사		휴게소에 ~	C	중급
	머뭇거리다	동사		말을 ~		중급
5478	먹고살다	동사		겨우 먹고 살다	C	중급
10015	먹다01	동사		귀를 ~	C	
70	먹다02	동사		밥을 ~	A	초급
3924	먹다02	보조 용언		잊어 ~	A	
3686	먹이	명사		~를 주다	C	중급
2060	먹이다	동사		밥을 ~	B	중급
8361	먹히다	동사		양이 늑대에게 ~	B	중급
	먼저	명사/부사		먼저 가다		초급
283	먼저	부사			A	
2958	먼지01	명사		~를 닦다	B	중급
718	멀다02	형용사		갈 길이 ~	A	초급
997	멀리01	부사		멀리 가다	B	초급
	멀미01	명사		~가 나다		중급
3186	멀어지다	동사		친구와 ~	B	중급
	멀쩡하다	형용사		팔다리가 ~		중급
1418	멈추다	동사		피가 ~	B	초급
5346	멋01	명사		~을 내다	B	초급
	멋대로	부사		멋대로 살다		중급
5206	멋있다	형용사		옷이 ~	B	초급
3350	멋지다	형용사		경치가 ~	C	중급
	멍01	명사		~이 들다		중급
32365	멍멍01	부사		멍멍 짖다	C	중급
5479	멎다01	동사		비바람이 ~	C	중급
5002	메뉴	명사		menu	A	초급
	메뉴판	명사		~에서 고르다		중급
6051	메다02	동사		총을 ~	B	초급
	메달02	명사		~을 따다		중급
7231	메모	명사		memo	B	초급
	메모지	명사		~에 쓰다		중급
3526	메시지	명사		message	B	초급
3805	메우다02	동사		'메다'의 사동사	C	중급
23197	메일	명사		mail	B	초급
	멜로디	명사		~가 아름답다		중급
2923	며느리	명사		~를 맞다	B	중급
1021	며칠	명사		~이 걸리다	A	초급
4058	면04	명사	面	행정 단위	C	
643	면05	명사	面	양쪽 ~	C	중급
5347	면07	명사	綿		C	
5481	면담	명사	面談	~을 요청하다	C	중급
	면도	명사		~를 하다		중급
3806	면적	명사	面積	~이 넓다	C	중급
9555	면접	명사	面接	~을 요구하다	C	중급
	면접관	명사		~이 질문하다		중급
3527	면하다01	동사	免-	책임을 ~	C	중급
	면허01	명사		~를 따다		중급
	면허증	명사		~을 따다		중급
5207	멸치	명사		~를 볶다	C	중급
	명02	명사		작품명		중급
77	명03	의존명사	名	한 ~	A	초급
6222	명단01	명사	名單	합격자 명단	C	중급
2311	명령01	명사	命令	~을 내리다	B	중급
5748	명령어	명사	命令語		C	
2470	명예01	명사	名譽	~를 지키다	C	중급
3578	명의02	명사	名義		C	
3926	명절01	명사	名節	~을 맞다	B	초급
3187	명칭02	명사	名稱		C	
9557	명함	명사	名銜	~을 교환하다	B	중급
3984	명확하다	형용사	明確-	근거가 ~	C	중급
186	몇	관형사			A	
3743	몇	수사/관형사		몇 개	A	초급
2112	몇몇	관형사/수사		몇몇 사람	B	중급
7234	몇십	관형사			B	
5613	모15	관형사	某		C	
2095	모15	대명사/관형사	某	김 모 씨	C	중급
5003	모금01	의존명사		한 ~	C	
	모금02	명사		모금 운동		중급
6582	모기01	명사		~에 물리다	B	초급
3000	모니터	명사		monitor	B	중급
1840	모델	명사		model	B	중급
708	모두01	명사/부사		모두 함께	A	초급
145	모두01	부사			A	
137	모든	관형사		모든 사람	A	초급
2862	모래01	명사		모래 사막	B	중급
12460	모레	명사/부사		시간	B	초급
59	모르다	동사		규칙을 ~	A	초급
4890	모범02	명사	模範	~이 되다	C	중급
3528	모색하다02	동사	摸索-		C	
164	모습01	명사		~을 보이다	B	초급
1368	모시다	동사		부모님을	B	초급
464	모양02	명사	模樣	별 모양	B	초급
911	모양02	의존명사	模樣		B	
5899	모여들다	동사		구름처럼 ~	C	중급
508	모으다	동사		장난감을 ~	B	초급
610	모이다01	동사		돈이 ~	B	초급
906	모임01	명사		~에 나가다	B	초급
	모자02	명사		~가 닮다		중급
4059	모자08	명사	帽子	~를 쓰다	A	초급
2829	모자라다	동사		잠이 ~	B	초급
5104	모조리01	부사			C	
5485	모집	명사	募集	학생 모집	C	중급
8064	모집하다	동사	募集-		C	
3406	모처럼	부사		모처럼 웃다	C	중급
5486	모퉁이	명사			C	
	모험	명사		~을 즐기다		중급
1230	목01	명사		~이 길다	A	초급
	목10	명사		목요일		중급
10505	목걸이01	명사		~를 하다	B	초급
	목구멍	명사		~이 아프다		중급
	목도리	명사		~를 하다		초급
4340	목록	명사	目錄	~을 작성하다	C	중급
	목마르다	형용사		덥고 목마르다		중급
2523	목사05	명사	牧師	~가 설교하다	B	중급
486	목소리	명사		~가 크다	B	초급
1973	목숨	명사		~을 지키다	C	중급
11099	목요일	명사	木曜日	요일	A	초급
3808	목욕	명사	沐浴	~을 하다	A	초급
5749	목욕탕	명사	沐浴湯	~에서 씻다	B	초급
740	목적03	명사	目的	~을 이루다	B	초급
	목적지	명사		~에 도착하다		중급
1036	목표	명사	目標	~를 세우다	B	중급
	몫	명사		~을 챙기다		중급
2196	몰다01	동사		구석으로 ~	B	중급
	몰라보다	동사		몰라보게 변하다		중급
2312	몰래01	부사		몰래 도망가다	B	중급
4790	몰려들다	동사		사람들이 ~	C	중급
6052	몰려오다	동사		피서객들이 ~	C	중급
	몰리다01	동사		구석으로 ~		중급
156	몸01	명사		~이 건강하다	A	초급
7238	몸매	명사		~가 좋다	C	중급
7239	몸무게	명사		~를 재다	B	중급
8364	몸살01	명사		~이 걸리다	B	중급
9558	몸속	명사		몸속의 피	C	중급
3636	몸짓	명사		~을 따라하다	C	중급
3744	몸통	명사		~이 크다	C	중급
1687	몹시	부사		몹시 춥다	B	중급
3745	못01	명사		벽에 ~을 박다	C	중급
207	못04	부사		못 마시다	A	초급
	못나다	형용사		못난 얼굴		중급
3867	못되다	형용사		성격이 ~	C	중급
11104	못생기다	형용사		얼굴이 ~	C	초급
2213	못지않다	형용사		전문가 못지 않다	C	중급
495	못하다	동사/형용사		노래를 ~	A	초급
57	못하다	보조 용언			A	
3927	못하다	형용사			A	
	몽골	명사		나라		초급
	몽땅01	부사		몽땅 쓰다		중급
5005	묘사02	명사	描寫	상황 묘사	C	중급
3746	묘사하다	동사	描寫-		C	
3687	무02	명사		식물	B	초급
7767	무08	명사	無		C	
	무-11	접사		무감각		중급
1662	무겁다	형용사		짐이 ~	A	초급
2442	무게	명사		~가 나가다	B	초급
7240	무관심	명사	無關心	~이 지나치다	C	중급
10024	무관심하다	형용사	無關心-		C	
	무관하다03	형용사		사건과 ~		중급
6405	무궁화	명사	無窮花	꽃	C	초급
2113	무기05	명사	武器	~를 소지하다	C	중급
1793	무너지다	동사		건물이 ~	C	중급
3277	무늬	명사		~를 이루다	B	중급
727	무대06	명사	舞臺	~로 나가다	C	중급
8367	무더위	명사		~가 꺾이다	B	중급
3233	무덤	명사		~을 파다	C	중급
9129	무덥다	형용사		날씨가 ~	C	중급
3072	무려02	부사	無慮	무려 20배이다	C	중급
1321	무렵	의존명사		저녁 무렵	B	중급
3688	무료01	명사	無料	~로 주다	C	초급
1637	무릎	명사		신체	B	초급
3468	무리01	명사		~를 이루다	C	
2896	무리08	명사	無理	~가 되다	C	중급
4891	무리하다	형용사	無理-		C	
10027	무사하다04	형용사	無事-		C	
	무사히02	부사		무사히 돌아오다		중급
	무서워하다	동사		사람을 ~		중급
1051	무섭다	형용사		귀신이 ~	B	초급
221	무슨	관형사		무슨 요일	A	초급
	무시04	명사		~를 당하다		중급
2061	무시하다	동사	無視-		B	
1533	무어01	대명사			B	
135	무엇	대명사		−	A	초급
1201	무역02	명사	貿易	무역 회사	B	중급
1382	무용03	명사	舞踊	~을 배우다	B	중급
8369	무용가	명사	舞踊家		C	
	무의미	명사		유의미		중급
6224	무의미하다	형용사	無意味-		C	
	무조건	명사/부사		무조건 화를 내다		중급
2313	무조건	부사	無條件		B	
10517	무지개	명사		~가 뜨다	C	중급
	무책임	명사		~을 비난하다		중급
9563	무책임하다	형용사	無責任-		C	
1169	무척01	부사		무척 길다	B	초급
5902	묵다01	동사		오래된 상태	C	
7769	묵다02	동사		머무르다	C	중급
	묵묵히	부사		묵묵히 일하다		중급
2711	묶다	동사		끈을 ~	B	중급
4892	묶이다	동사		끈이 ~	C	중급
	문04	명사		~을 열다		초급
469	문05	명사	門		A	
	-문11	접사		기행문		중급
6225	문구01	명사	文句		C	
	문구점	명사		~에 가다		중급
1688	문득01	부사		문득 떠오르다	C	중급
	문명03	명사		고대 문명		중급
6790	문밖	명사	門-		C	
	문방구	명사		~에 가다		중급
10519	문법01	명사	文法	~을 배우다	C	중급
	문병02	명사		~을 가다		중급
3147	문서	명사	文書	~를 위조하다	C	중급
	문의03	명사		문의 전화		중급
2281	문자02	명사	文字	문자 메시지	C	중급
3278	문장02	명사	文章	~을 쓰다	B	중급
53	문제06	명사	問題	~를 풀다	A	초급
7002	문제되다	동사	問題-		C	
1591	문제점	명사	問題點	~을 해결하다	B	중급
272	문학01	명사	文學	~을 창작하다	B	중급
13326	문학적	명사	文學的		C	
73	문화01	명사	文化	~를 교류하다	B	초급
1390	문화재	명사	文化財	~를 보호하다	C	중급
	문화적	관형사/명사		문화적 차이		중급
5007	문화적	명사	文化的		C	
2282	묻다01	동사		옷에 흙이 ~	B	중급
3279	묻다02	동사		시체를 ~	C	중급
289	묻다03	동사		길을 ~	A	초급
5008	묻히다01	동사		옷에 흙을 ~	C	중급
3073	묻히다02	동사		땅에 ~	C	중급
165	물01	명사		바닷~	A	초급
	-물09	접사		농산물		중급
	물가01	명사		~에 앉다		중급
1990	물가02	명사	物價	~가 비싸다	C	중급
	물감02	명사		~으로 색칠하다		중급
560	물건	명사	物件	~을 사다	A	초급
3234	물결	명사		~이 잔잔하다	C	중급
3579	물고기	명사		~를 잡다	B	초급
2443	물기	명사	-氣	~가 마르다	C	중급
2024	물다02	동사		담배를 ~	B	중급
	물들다	동사		단풍이 ~		중급
3580	물러나다	동사		뒤로 ~	C	중급
	물러서다	동사		뒤로 ~		중급
1435	물론01	명사/부사	勿論	물론 그렇다	B	초급
213	물론01	부사	勿論		A	
	물리다02	동사		개에 ~		중급
3407	물리학	명사	物理學		C	
	물소리	명사		~가 나다		중급
2079	물속	명사		~에서 헤엄치다	B	중급
	물약03	명사		~을 마시다		중급
1483	물어보다	동사		길을 ~	A	초급
2897	물음01	명사		~에 답하다	B	중급
912	물질02	명사	物質	~을 추구하다	C	중급
	물질적	관형사/명사		물질적 보상		중급
6054	물질적	명사	物質的		C	
1461	물체	명사	物體		C	
	뭉치다	동사		눈을 ~		중급
339	뭐	감탄사			A	
108	뭐	대명사/감탄사		뭐라고 말하다	A	초급
9136	뭘01	감탄사		"뭘, 당연히 와야지"	C	중급
6228	뭣	대명사			C	
	뮤지컬	명사		~을 보다		중급
1025	미14	명사	美		C	
	미국	고유 명사	美國		A	
	미국04	명사		나라		초급
	미국인	명사		~을 만나다		중급
5753	미끄러지다	동사		눈길에 ~	C	초급
13330	미끄럽다	형용사		길이 ~	C	중급
6585	미니02	명사		mini	C	중급
2573	미디어	명사		media	B	중급
1298	미래02	명사	未來	~가 밝다	B	초급
	미련02	명사		~을 버리다		중급
2157	미루다	동사		내일로 ~	C	중급
1242	미리01	부사		미리 알리다	B	초급
6230	미만01	명사	未滿	30세 미만	C	중급
4601	미사일	명사		missile	C	
	미성년자	명사		미성년자 관람 불가		중급
1391	미소05	명사	微笑	~를 짓다	B	중급
1600	미술	명사	美術	~을 배우다	B	중급
3748	미술관	명사	美術館	국립 미술관	B	초급
4424	미스03	명사		Miss	C	
	미안01	명사		인사		초급
1484	미안하다	형용사	未安-		A	
11768	미역02	명사			C	
	미역국	명사		~을 끓이다		초급
	미용사	명사		~가 되다		중급
44499	미용실	명사	美容室	~에 가다	C	초급
7516	미움	명사		~이 쌓이다	C	중급
8071	미워하다	동사			B	
6056	미인01	명사	美人	미인 대회	B	중급
	미장원	명사		~에서 머리를 하다		중급
	미지근하다	형용사		국물이 ~		중급
3038	미처	부사		미처 못하다	C	중급
1918	미치다01	동사		정신에 이상이 생기다	B	중급
1044	미치다02	동사		닿다	B	중급
843	미터02	의존명사		meter	A	초급
4793	미팅	명사		meeting	B	중급
5009	미혼01	명사	未婚	~으로 지내다	C	중급
1880	민간	명사	民間		C	
4693	민속01	명사	民俗		C	
	민속놀이	명사		~를 하다		중급
334	민족	명사	民族	단일 민족	B	중급
2080	민주02	명사	民主		C	
1991	민주주의	명사	民主主義	~를 실현하다	C	중급
1854	민주화	명사	民主化		C	
431	믿다	동사		약속을 ~	B	초급
6058	믿어지다	동사			C	
2924	믿음	명사		~이 생기다	B	중급
2625	밀가루	명사		밀가루 음식	B	초급
1485	밀다01	동사		문을 ~	B	초급
4425	밀리다01	동사		방세가 ~	C	중급
	밀리다02	동사		사람들에게 ~		중급
1818	밀리미터	의존명사		millimeter	B	중급
3581	밀접하다	형용사	密接-		C	
3689	밉다	형용사		태도가 ~	B	중급
245	및	부사		설계 및 시공	B	중급
652	밑01	명사		~에 두다	A	초급
4512	밑바닥	명사		~이 드러나다	C	중급
	밑줄	명사		~을 치다		중급
434	바03	의존명사		느낀	C	중급
4794	바04	명사		bar	C	
7518	바가지01	명사		~에 담다	C	중급
5488	바구니	명사		~에 담다	C	중급
2626	바깥	명사		~에 나가다	B	초급
5904	바깥쪽	명사		~으로 나가다	C	초급
432	바꾸다	동사		달러를 원화로 ~	A	초급
759	바뀌다	동사		새 것으로 ~	B	초급
7773	바나나	명사		banana	A	초급
2524	바늘	명사		~로 꿰매다	B	중급
488	바다	명사		~를 건너다	A	초급
1327	바닥01	명사		~에 떨어지다	B	초급
2959	바닷가	명사		~로 나가다	B	초급
5754	바닷물	명사		~이 출렁이다	B	중급
	바둑	명사		~을 두다		중급
583	바라다01	동사		성공을 ~	B	초급
387	바라보다	동사		하늘을 ~	B	초급
478	바람01	명사		~이 불다	A	초급
1663	바람01	의존명사		눈이 오는 ~에	A	
5210	바람02	명사		소원	C	중급
1565	바람직하다	형용사		자세가 ~	C	중급
	바래다주다	동사		집에 ~		중급
132	바로02	부사		바로 시작하다	A	초급
2800	바로잡다	동사		위치를 ~	C	중급
1497	바르다01	동사		벽지를 ~	B	초급
1135	바르다03	형용사		굽은 데가 없다	B	중급
2680	바보	명사		~가 되다	B	중급
868	바쁘다	형용사		일이 ~	A	초급
5489	바싹01	부사		바싹 마르다	C	중급
2382	바위01	명사		~에 걸터앉다	B	중급
6411	바이러스	명사		virus	C	
3928	바이올린	명사		violin	B	초급
2627	바지01	명사		~를 입다	A	초급
2960	바치다01	동사		드리다	C	중급
5615	바퀴01	명사/의존명사		수레 ~	C	중급
4795	바퀴01	의존명사		네 ~	C	
1005	바탕01	명사		~을 이루다	C	중급
5349	박10	의존명사	泊	1박 2일	C	중급
2830	박다01	동사		못을 ~	C	중급
1517	박물관	명사	博物館	~을 구경하다	A	초급
1377	박사01	명사	博士	박사 학위	B	중급
3148	박수02	명사	拍手	~를 치다	B	초급
8375	박스	명사		box	B	중급
2801	박히다	동사		벽에 못이 ~	C	중급
257	밖	명사		안	A	초급
834	반07	명사	半	사과 반	A	초급
	반10	명사		우리 반		초급
933	반11	명사	班		A	
1868	반갑다	형용사		손님이 ~	A	초급
	반값	명사		~에 팔다		중급
8377	반기다	동사		친구를 ~	C	중급
	반납02	명사		반납 날짜		중급
	반달01	명사		~이 뜨다		중급
1218	반대03	명사	反對	~로 가다	B	초급
	반대말	명사		~을 공부하다		중급
	반대쪽	명사		~으로 향하다		중급
9144	반대편	명사	反對便		C	
2039	반대하다01	동사	反對-		B	
781	반드시	부사		반드시 가다	B	초급
11775	반말	명사	半-	~을 하다	C	중급
1097	반면02	명사	反面	반면에	C	중급
	반바지	명사		~를 입다		초급
3351	반발01	명사	反撥	~을 사다	C	중급
	반복01	명사		반복 연습		중급
4273	반복되다	동사	反復-		C	
4341	반복하다01	동사	反復-		B	
3809	반성01	명사	反省	자기 반성	C	중급
4342	반성하다01	동사	反省-		C	
	반영01	명사		~이 되다		중급
2214	반영하다	동사	反映-		C	
1309	반응	명사	反應	~을 보이다	C	중급
2314	반장08	명사	班長	~을 뽑다	B	중급
6059	반죽	명사		~을 만들다	C	중급
6060	반지02	명사	半指	~를 끼다	B	초급
9570	반짝거리다	동사		보석이 ~	C	중급
	반짝반짝01	부사		반짝반짝 빛나다		중급
7246	반짝이다	동사		눈빛이 ~	C	중급
3352	반찬	명사	飯饌	~을 먹다	B	초급
	반창고	명사		~가 떨어지다		중급
	반팔	명사		~을 입다		중급
	반품02	명사		~을 요구하다		중급
	반하다01	동사		첫눈에 ~		중급
2961	반하다03	동사	反-		B	
47	받다01	동사		선물을 ~	A	초급
787	받아들이다	동사		기술을 ~	B	중급
	받아쓰다	동사		노트에 ~		초급
7013	받침	명사		냄비 받침	B	중급
564	발01	명사		신체의 일부	A	초급
4602	발가락	명사		신체	B	초급
3986	발걸음	명사		~이 느리다	C	중급
2925	발견01	명사	發見	새로운 발견	B	중급
1638	발견되다	동사	發見-		B	
826	발견하다01	동사	發見-		B	
	발급	명사		카드 발급		중급
3987	발길	명사		~을 돌리다	C	중급
	발꿈치	명사		~를 들다		중급
7521	발끝	명사		~으로 서다	C	중급
1369	발달	명사	發達	~이 빠르다	B	중급
5490	발달되다	동사	發達-		C	
982	발달하다	동사	發達-		B	
7776	발등	명사		~을 다치다	B	중급
3690	발레	명사		&프ballet	C	
	발명01	명사		문자의 발명		중급
5211	발목01	명사		~을 다치다	B	중급
9145	발바닥	명사		신체	C	초급
2768	발생	명사	發生	사건 발생	B	중급
746	발생하다	동사	發生-		B	
5491	발음01	명사	發音	~이 좋다	A	중급
16889	발음하다01	동사	發音-		B	
4796	발자국	명사		~을 남기다	C	중급
416	발전01	명사	發展	경제 발전	B	중급
4274	발전02	명사	發電		C	
5010	발전되다	동사	發展-		C	
983	발전하다01	동사	發展-		B	
9146	발톱	명사		~을 깎다	C	중급
1231	발표01	명사	發表	~를 듣다	B	중급
2962	발표되다	동사	發表-		C	
835	발표하다	동사	發表-		B	
	발표회	명사		음악 발표회		중급
	발행01	명사		잡지 발행		중급
2040	발휘하다	동사	發揮-		C	
8753	밝다	동사/형용사		불빛이 ~	B	초급
1322	밝다	형용사			A	
9148	밝아지다	동사			C	
3929	밝혀내다	동사		원인을 ~	C	중급
1362	밝혀지다	동사		빛으로 ~	C	중급
230	밝히다	동사		전등을 ~	B	중급
1919	밟다	동사		브레이크를 ~	B	중급
	밟히다	동사		잔디가 ~		중급
276	밤01	명사		어두운 때	A	초급
6062	밤02	명사		열매	B	중급
10041	밤낮	명사/부사		으로 일하다	B	중급
5212	밤늦다	형용사		밤늦게 귀가하다	B	중급
7778	밤새02	명사		~ 안녕하셨습니까	C	중급
9149	밤새다	동사		밤새도록 일하다	B	중급
9572	밤새우다	동사		밤새워 일하다	C	중급
8076	밤색	명사	-色	밤색 머리카락	C	중급
8754	밤중	명사	-中	~에 다니다	B	중급
5351	밤하늘	명사			C	
353	밥01	명사		~을 먹다	A	초급
4426	밥그릇	명사		~을 비우다	B	중급
8077	밥맛	명사		~이 좋다	B	중급
3235	밥상	명사	-床		C	
8381	밥솥	명사		~에 밥을 하다	B	중급
318	방07	명사	房	~이 넓다	A	초급
	방금01	명사/부사		방금 가다		초급
2802	방금01	부사	方今		B	
6590	방면01	명사	方面	서울 방면	C	중급
4427	방문02	명사	房門	~을 닫다	B	초급
1806	방문03	명사	訪問	고향 방문	B	초급
1945	방문하다	동사	訪問-		B	
6413	방바닥	명사	房-	~에 눕다	C	중급
179	방법	명사	方法	사용 방법	B	초급
538	방송01	명사	放送	~을 보다	B	초급
2004	방송국	명사	放送局	라디오 방송국	B	초급
5011	방송사	명사	放送社	~에 근무하다	C	중급
6796	방송하다01	동사	放送-		C	
454	방식01	명사	方式	생활 방식	C	중급
955	방안01	명사	方案	해결 방안	C	중급
5213	방울01	명사		물~	C	중급
5492	방울02	명사		~이 울리다	C	
3353	방지04	명사	防止	사고 방지	C	중급
5012	방지하다01	동사	防止-		C	
1581	방학	명사	放學	겨울 방학	A	초급
4275	방해01	명사	妨害	~를 받다	C	중급
4896	방해하다	동사	妨害-		C	
484	방향01	명사	方向	~을 바꾸다	B	초급
1554	밭01	명사			B	
850	배01	명사		신체의 일부	A	초급
462	배02	명사		~를 띄우다	A	초급
5215	배03	명사		열매	A	초급
918	배09	명사	倍	두 배	C	초급
1214	배경01	명사	背景	~이 좋다	B	중급
5905	배고프다	형용사		배고프고 목마르다	A	중급
	배구05	명사		배구 선수		중급
10043	배구06	명사	排球		B	
7523	배꼽	명사		~을 잡다	B	중급
	배낭01	명사		~을 메다		중급
	배낭여행	명사		~을 떠나다		중급
3354	배다01	동사		땀이 ~	C	중급
7249	배달02	명사	配達	~을 시키다	B	초급
8756	배드민턴	명사		badminton	B	초급
	배려02	명사		세심한 배려		중급
8757	배부르다	형용사		배부르게 먹다	A	중급
	배송04	명사		~이 빠르다		중급
2197	배우01	명사	俳優	연극 배우	B	초급
441	배우다01	동사		글을 ~	A	초급
8079	배우자02	명사	配偶者	~를 만나다	C	중급
	배웅	명사		~을 나가다		중급
4129	배추01	명사		~를 다듬다	B	초급
20677	배추김치	명사			C	
6063	배치03	명사	配置	자리 배치	C	중급
	배탈01	명사		~이 나다		초급
	배터리01	명사		~를 충전하다		중급
	배편	명사		~으로 보내다		중급
2410	백05	관형사	百		A	
15575	백05	수사/관형사	百	숫자	A	초급
	백08	명사		~에 넣다		중급
	백두산	고유 명사	白頭山		C	
	백만	수사/관형사		백만 개		초급
6240	백색01	명사	白色		C	
1601	백성	명사	百姓		C	
6064	백인01	명사	白人		C	
	백제	고유 명사	百濟		C	
1974	백화점	명사	百貨店	~에서 사다	A	초급
4897	뱀	명사		동물	B	초급
2471	뱃사람	명사			C	
	뱃속	명사		~을 모르다		중급
4797	뱉다	동사		침을 ~	C	중급
4696	버려지다	동사			C	
2383	버릇01	명사		~이 되다	B	초급
704	버리다01	동사		휴지를 ~	B	초급
121	버리다01	보조 용언			A	
5906	버섯02	명사		~을 재배하다	B	중급
719	버스02	명사		bus	A	초급
3470	버터	명사		butter	B	중급
8759	버튼	명사		button	B	중급
2525	버티다	동사		오기로 ~	C	중급
138	번04	의존명사	番	첫째 번	A	초급
	번갈다	동사		번갈아 입다		중급
5619	번개01	명사		~를 맞다	C	중급
6415	번거롭다	형용사		절차가 ~	C	중급
7250	번역	명사	飜譯	~을 하다	B	중급
10051	번역하다	동사	飜譯-		C	
9578	번지03	명사	番地	주소	C	중급
774	번째	의존명사	番-	세 번째	B	초급
4276	번호02	명사	番號	~를 매기다	A	초급
	번호표	명사		~를 받다		중급
	번화하다	형용사		거리가 ~		중급
4898	벌02	의존명사		옷 한 ~	C	초급
5216	벌03	명사		곤충	C	중급
3408	벌06	명사	罰	~을 받다	C	중급
4203	벌금	명사	罰金	~을 부과하다	C	중급
1087	벌다02	동사		돈을 ~	B	초급
3810	벌떡	부사		벌떡 일어나다	C	중급
3988	벌레01	명사		~를 잡다	B	중급
2628	벌리다01	동사		입을 ~	B	중급
686	벌써	부사		벌써 가다	A	초급
4798	벌어지다01	동사		틈이 ~	C	중급
1498	벌어지다02	동사		싸움이 ~	B	중급
627	벌이다	동사		사업을 ~	B	중급
1582	범위	명사	範圍	~가 넓다	C	중급
3001	범인02	명사	犯人	~을 체포하다	C	중급
1232	범죄	명사	犯罪	~를 저지르다	C	중급
603	법01	명사/의존명사	法	을 지키다	B	중급
1252	법01	의존명사	法		B	
	-법03	접사		교수법		중급
1751	법률	명사	法律	~을 위반하다	C	중급
1881	법원01	명사	法院	~에 가다	C	중급
	법적01	관형사/명사		조치		중급
6592	법적01	명사	法的		C	
1219	법칙	명사	法則	~을 지키다	C	중급
2499	벗기다02	동사		옷을 ~	B	중급
1104	벗다	동사		모자를 ~	A	초급
	벗어나다	동사		시내를 ~		중급
8388	베개	명사		~를 베다	B	중급
3750	베다02	동사		목을 ~	C	
	베란다	명사		~로 나가다		중급
	베이징(북경)	고유 명사	北京		B	
	베트남	명사		나라		초급
	베풀다	동사		연회를 ~		중급
6593	벤치	명사		bench	C	중급
	벨02	명사		~을 누르다		중급
8389	벨트	명사		belt	B	중급
4277	벼01	명사		~를 베다	C	중급
